Id,ClusterId,Lat,Lng,Tags
726,1326,54.30342,18.37861,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""80"", ""addr:postcode"": ""80-331"", ""addr:street"": ""Spacerowa"", ""source:addr"": ""UG \u017bukowo""}"
727,1327,54.30644,18.38803,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""54"", ""addr:postcode"": ""80-331"", ""addr:street"": ""Spacerowa"", ""source:addr"": ""UG \u017bukowo""}"
728,1328,54.3026371,18.3962042,"{""power"": ""tower""}"
729,1329,54.3044756,18.400728,"{""power"": ""tower""}"
730,1330,54.30683,18.4109,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""38"", ""addr:postcode"": ""80-331"", ""addr:street"": ""Okr\u0119\u017cna"", ""source:addr"": ""UG \u017bukowo""}"
731,1331,54.3066904,18.4206822,"{""power"": ""tower""}"
732,1332,54.306362,18.4252086,"{""is_in:province"": ""wojew\u00f3dztwo pomorskie"", ""is_in:village"": ""\u0141apino Kartuskie"", ""name"": ""Mankocin"", ""place"": ""hamlet"", ""source"": ""http://ump.waw.pl/ retrieved 19:07:52 04/10/10 (UMP-Gdansk/src/cities-Gdansk.pnt-converted.txt)"", ""teryt:simc"": ""0177508""}"
733,1333,54.30563,18.43448,"{""addr:housenumber"": ""52"", ""addr:place"": ""\u0141apino Kartuskie"", ""addr:postcode"": ""80-331"", ""source:addr"": ""UG \u017bukowo""}"
734,1335,54.30585,18.44911,"{""addr:city:simc"": ""0177490"", ""addr:housenumber"": ""49"", ""addr:place"": ""Widlino"", ""addr:postcode"": ""83-331"", ""source:addr"": ""zukowo.e-mapa.net""}"
735,1340,54.3029725,18.4888363,"{""power"": ""tower""}"
736,1345,54.3056385,18.5307007,"{""tourism"": ""viewpoint""}"
737,1346,54.3049,18.53941,"{""addr:city"": ""B\u0105kowo"", ""addr:city:simc"": ""0164010"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""83-050"", ""addr:street"": ""Szcz\u0119\u015bliwa"", ""addr:street:sym_ul"": ""21846"", ""source:addr"": ""kolbudy.e-mapa.net""}"
738,1347,54.3039284,18.5464998,"{""amenity"": ""compressed_air""}"
739,1348,54.30661,18.55056,"{""addr:city"": ""Kowale"", ""addr:city:simc"": ""0163989"", ""addr:housenumber"": ""1D"", ""addr:postcode"": ""80-180"", ""addr:street"": ""Kasztela\u0144ska"", ""addr:street:sym_ul"": ""08179"", ""source:addr"": ""kolbudy.e-mapa.net""}"
740,1350,54.3039214,18.5702268,"{""traffic_calming"": ""cushion""}"
741,1351,54.3033052,18.5727552,"{""highway"": ""crossing"", ""traffic_calming"": ""yes""}"
742,1352,54.3060712,18.584621,"{""barrier"": ""lift_gate""}"
743,1353,54.3061566,18.5879254,"{""highway"": ""turning_circle""}"
744,1354,54.3065978,18.5971019,"{""addr:postcode"": ""80-180"", ""brand"": ""\u017babka"", ""brand:wikidata"": ""Q2589061"", ""brand:wikipedia"": ""pl:\u017babka (sie\u0107 sklep\u00f3w)"", ""name"": ""\u017babka"", ""opening_hours"": ""Mo-Su 06:00-23:00"", ""shop"": ""convenience""}"
745,1355,54.30635,18.6066964,"{""addr:city"": ""Gda\u0144sk"", ""addr:housenumber"": ""17"", ""addr:postcode"": ""80-180"", ""addr:street"": ""Przemian"", ""source:addr"": ""Urz\u0105d Miasta Gda\u0144sk""}"
746,1356,54.3048157,18.6132342,"{""addr:city"": ""Gda\u0144sk"", ""addr:housenumber"": ""1A"", ""addr:postcode"": ""80-180"", ""addr:street"": ""W\u0142adys\u0142awa Jagie\u0142\u0142y"", ""source:addr"": ""Urz\u0105d Miasta Gda\u0144sk""}"
747,1358,54.3028042,18.6308156,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Lipce - Niegowska"", ""operator"": ""ZTM Gda\u0144sk"", ""public_transport"": ""platform"", ""ref:ztm"": ""1217"", ""shelter"": ""no"", ""tactile_paving"": ""yes""}"
748,1359,54.3026311,18.6355259,"{""railway"": ""level_crossing""}"
749,1361,54.3049347,18.6500134,"{""railway"": ""level_crossing""}"
750,1362,54.304027,18.6570368,"{""power"": ""tower""}"
751,1364,54.3044036,18.6723369,"{""addr:city"": ""Gda\u0144sk"", ""addr:housenumber"": ""17"", ""addr:postcode"": ""80-003"", ""addr:street"": ""Niegowo"", ""source:addr"": ""Urz\u0105d Miasta Gda\u0144sk""}"
752,1366,54.305318,18.688744,"{""addr:city:simc"": ""169213"", ""addr:housenumber"": ""16"", ""addr:place"": ""Kr\u0119piec"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
753,1369,54.30373,18.71168,"{""addr:city"": ""Kr\u0119piec"", ""addr:housenumber"": ""2"", ""addr:place"": ""Kr\u0119piec"", ""addr:postcode"": ""83-021"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
754,1370,54.30621,18.72261,"{""addr:city"": ""Wi\u015blina"", ""addr:housenumber"": ""9"", ""addr:postcode"": ""83-021"", ""addr:street"": ""\u015awierkowa"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
755,1371,54.3034401,18.7291223,"{""power"": ""tower""}"
756,1372,54.3050069,18.7409375,"{""generator:output:electricity"": ""yes"", ""generator:source"": ""wind"", ""power"": ""generator"", ""rating"": ""2 MW""}"
757,1373,54.3037253,18.7440469,"{""generator:output:electricity"": ""yes"", ""generator:source"": ""wind"", ""power"": ""generator"", ""rating"": ""2 MW""}"
758,1375,54.3053287,18.7589802,"{""highway"": ""bus_stop"", ""name"": ""PKS Bystra""}"
759,1379,54.3064216,18.7899949,"{""power"": ""tower""}"
760,1380,54.3051465,18.7973937,"{""power"": ""tower""}"
761,1382,54.30249,18.81493,"{""addr:city"": ""Koszwa\u0142y"", ""addr:city:simc"": ""0159692"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""83-011"", ""addr:street"": ""Wa\u0142owa"", ""addr:street:sym_ul"": ""23586"", ""source:addr"": ""cedrywielkie.e-mapa.net""}"
762,1384,54.3046401,18.8342687,"{""power"": ""tower"", ""ref"": ""292""}"
763,1385,54.3027835,18.8386608,"{""power"": ""tower"", ""ref"": ""291""}"
764,1386,54.3057134,18.845895,"{""power"": ""tower""}"
765,1387,54.3038003,18.8509491,"{""power"": ""tower""}"
766,1390,54.3057271,18.8761897,"{""addr:postcode"": ""83-011"", ""is_in:county"": ""powiat gda\u0144ski"", ""is_in:municipality"": ""gmina Cedry Wielkie"", ""is_in:province"": ""wojew\u00f3dztwo pomorskie"", ""name"": ""Trzcinisko"", ""place"": ""village"", ""population"": ""223"", ""source:population"": ""wikipedia"", ""teryt:rm"": ""01"", ""teryt:simc"": ""0159781"", ""teryt:stan_na"": ""2009-01-01"", ""teryt:updated_by"": ""teryt2osm combine.py v. 43"", ""wikidata"": ""Q963770"", ""wikipedia"": ""pl:Trzcinisko""}"
767,1391,54.30625,18.88388,"{""addr:city:simc"": ""0159781"", ""addr:housenumber"": ""9B"", ""addr:place"": ""Trzcinisko"", ""addr:postcode"": ""83-011"", ""source:addr"": ""cedrywielkie.e-mapa.net""}"
768,1395,54.3054218,18.9182417,"{""man_made"": ""dolphin"", ""seamark:beacon_isolated_danger:colour"": ""black"", ""seamark:type"": ""beacon_isolated_danger""}"
769,1396,54.3057125,18.9219778,"{""addr:city"": ""Gda\u0144sk"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""80-690"", ""addr:street"": ""Urwista"", ""source:addr"": ""Urz\u0105d Miasta Gda\u0144sk""}"
770,1399,54.30458,18.95094,"{""addr:city:simc"": ""0157701"", ""addr:housenumber"": ""166"", ""addr:place"": ""Drewnica"", ""addr:postcode"": ""82-103"", ""source:addr"": ""stegna.e-mapa.net""}"
771,1407,54.3079,18.2331416,"{""historic"": ""wayside_shrine""}"
772,1409,54.3090436,18.2471166,"{""addr:postcode"": ""83-332"", ""is_in:county"": ""powiat kartuski"", ""is_in:municipality"": ""gmina Kartuzy"", ""is_in:province"": ""wojew\u00f3dztwo pomorskie"", ""name"": ""Mezowo"", ""place"": ""village"", ""population"": ""544"", ""source:population"": ""wikipedia"", ""teryt:rm"": ""01"", ""teryt:simc"": ""0163400"", ""teryt:stan_na"": ""2009-01-01"", ""teryt:updated_by"": ""teryt2osm combine.py v. 43"", ""wikidata"": ""Q2778744"", ""wikipedia"": ""pl:Mezowo""}"
773,1410,54.3099158,18.2591044,"{""created_by"": ""JOSM""}"
774,1411,54.3097263,18.2647821,"{""addr:city"": ""Mezowo"", ""addr:city:simc"": ""0163400"", ""addr:housenumber"": ""13"", ""addr:postcode"": ""83-332"", ""addr:street"": ""Jeziorna"", ""addr:street:sym_ul"": ""07535"", ""source:addr"": ""kartuzy.e-mapa.net""}"
775,1413,54.3096251,18.2768691,"{""addr:postcode"": ""83-332"", ""is_in:village"": ""Dzier\u017c\u0105\u017cno"", ""name"": ""Pikarnia"", ""note"": ""Ta cz\u0119\u015b\u0107 Dzier\u017c\u0105\u017cna ma w\u0142asn\u0105 adresaj\u0119!"", ""place"": ""hamlet"", ""population"": ""90"", ""source:population"": ""wikipedia"", ""teryt:simc"": ""0163127"", ""wikidata"": ""Q7193542"", ""wikipedia"": ""pl:Pikarnia""}"
776,1415,54.3096393,18.2988194,"{""railway"": ""level_crossing""}"
777,1419,54.3102709,18.3225691,"{""distance"": ""293"", ""highway"": ""milestone"", ""ref"": ""20"", ""source"": ""GPS(APK:StrazakOSM)""}"
778,1421,54.3081,18.34398,"{""addr:city"": ""Glincz"", ""addr:housenumber"": ""73A"", ""addr:postcode"": ""83-330"", ""addr:street"": ""Wierzbowa"", ""source:addr"": ""UG \u017bukowo""}"
779,1422,54.3081,18.3474,"{""addr:city"": ""Glincz"", ""addr:housenumber"": ""69"", ""addr:postcode"": ""83-330"", ""addr:street"": ""Wierzbowa"", ""source:addr"": ""UG \u017bukowo""}"
780,1423,54.30962,18.35586,"{""addr:city"": ""Glincz"", ""addr:housenumber"": ""46"", ""addr:postcode"": ""83-330"", ""addr:street"": ""Grabowa"", ""source:addr"": ""UG \u017bukowo""}"
781,1424,54.31033,18.36151,"{""addr:city"": ""Glincz"", ""addr:housenumber"": ""22"", ""addr:postcode"": ""83-330"", ""addr:street"": ""Orzechowa"", ""source:addr"": ""UG \u017bukowo""}"
782,1425,54.30833,18.37073,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""62"", ""addr:postcode"": ""80-331"", ""addr:street"": ""\u0141\u0105kowa"", ""source:addr"": ""UG \u017bukowo""}"
783,1427,54.30861,18.38914,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""5A"", ""addr:postcode"": ""80-331"", ""addr:street"": ""Chabrowa"", ""source:addr"": ""UG \u017bukowo""}"
784,1428,54.31145,18.39436,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""80-331"", ""addr:street"": ""\u017bukowska"", ""source:addr"": ""UG \u017bukowo""}"
785,1429,54.3101491,18.4058269,"{""power"": ""tower""}"
786,1430,54.30829,18.412,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""37"", ""addr:postcode"": ""80-331"", ""addr:street"": ""Okr\u0119\u017cna"", ""source:addr"": ""UG \u017bukowo""}"
787,1431,54.3090753,18.4219589,"{""power"": ""tower""}"
788,1432,54.3096,18.42514,"{""addr:housenumber"": ""48"", ""addr:place"": ""\u0141apino Kartuskie"", ""addr:postcode"": ""80-331"", ""source:addr"": ""UG \u017bukowo""}"
789,1433,54.3096261,18.4329238,"{""power"": ""tower""}"
790,1434,54.31091,18.44244,"{""addr:city"": ""Niest\u0119powo"", ""addr:housenumber"": ""25"", ""addr:postcode"": ""80-331"", ""addr:street"": ""Le\u015bna"", ""source:addr"": ""UG \u017bukowo""}"
791,1437,54.3106202,18.4637229,"{""power"": ""tower""}"
792,1438,54.3075053,18.4732057,"{""power"": ""tower""}"
793,1439,54.3083414,18.4816834,"{""addr:housenumber"": ""54"", ""addr:place"": ""Sulmin"", ""addr:postcode"": ""80-331"", ""source:addr"": ""UG \u017bukowo""}"
794,1447,54.3073606,18.5443856,"{""power"": ""tower""}"
795,1448,54.3103258,18.5480797,"{""power"": ""tower""}"
796,1449,54.3093133,18.5617971,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""public_transport"": ""platform""}"
797,1450,54.31119,18.56453,"{""addr:postcode"": ""80-180"", ""is_in:county"": ""powiat gda\u0144ski"", ""is_in:municipality"": ""gmina Kolbudy"", ""is_in:province"": ""wojew\u00f3dztwo pomorskie"", ""name"": ""Kowale"", ""place"": ""village"", ""population"": ""1972"", ""source:population"": ""wikipedia"", ""teryt:rm"": ""01"", ""teryt:simc"": ""0163989"", ""teryt:stan_na"": ""2009-01-01"", ""teryt:updated_by"": ""teryt2osm combine.py v. 43"", ""wikidata"": ""Q6434930"", ""wikipedia"": ""pl:Kowale (powiat gda\u0144ski)""}"
798,1451,54.3113312,18.5722815,"{""amenity"": ""waste_basket""}"
799,1452,54.3092099,18.5851228,"{""emergency"": ""fire_hydrant"", ""fire_hydrant:position"": ""green"", ""fire_hydrant:type"": ""pillar""}"
800,1453,54.3089648,18.5931234,"{""amenity"": ""recycling"", ""name"": ""Hokejowa""}"
801,1454,54.3106607,18.599372,"{""barrier"": ""lift_gate""}"
802,1456,54.3075424,18.6130864,"{""highway"": ""crossing""}"
803,1457,54.309951,18.6197325,"{""name"": ""Dom Pomocy Spo\u0142ecznej"", ""public_transport"": ""stop_position"", ""ref:ztm"": ""1235""}"
804,1458,54.3077899,18.6286804,"{""noexit"": ""yes""}"
805,1459,54.3112888,18.6352902,"{""addr:city"": ""Gda\u0144sk"", ""addr:housenumber"": ""53"", ""addr:postcode"": ""80-059"", ""addr:street"": ""\u017bu\u0142awska"", ""source:addr"": ""Urz\u0105d Miasta Gda\u0144sk""}"
806,1460,54.3094672,18.6477969,"{""name"": ""Orunia - \u015awi\u0119ty Wojciech - Lipce"", ""name:de"": ""Ohra - St. Albrecht - Guteherberge"", ""name:pl"": ""Orunia - \u015awi\u0119ty Wojciech - Lipce"", ""place"": ""suburb""}"
807,1461,54.309339,18.6546736,"{""railway"": ""level_crossing""}"
808,1462,54.3075025,18.6594161,"{""addr:city"": ""Gda\u0144sk"", ""addr:housenumber"": ""4A"", ""addr:postcode"": ""80-063"", ""addr:street"": ""Nad Star\u0105 Raduni\u0105"", ""source:addr"": ""Urz\u0105d Miasta Gda\u0144sk""}"
809,1463,54.3110381,18.6652674,"{""power"": ""tower""}"
810,1466,54.307782,18.690136,"{""addr:city:simc"": ""169213"", ""addr:housenumber"": ""14B"", ""addr:place"": ""Kr\u0119piec"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
811,1467,54.30924,18.69733,"{""addr:postcode"": ""83-021"", ""is_in:county"": ""powiat gda\u0144ski"", ""is_in:municipality"": ""gmina Pruszcz Gda\u0144ski"", ""is_in:province"": ""wojew\u00f3dztwo pomorskie"", ""name"": ""Kr\u0119piec"", ""place"": ""village"", ""population"": ""93"", ""source:population"": ""wikipedia"", ""teryt:rm"": ""01"", ""teryt:simc"": ""0169213"", ""teryt:stan_na"": ""2009-01-01"", ""teryt:updated_by"": ""teryt2osm combine.py v. 43"", ""wikidata"": ""Q1766040"", ""wikipedia"": ""pl:Kr\u0119piec (wojew\u00f3dztwo pomorskie)""}"
812,1468,54.31112,18.70882,"{""addr:city"": ""Kr\u0119piec"", ""addr:housenumber"": ""5A"", ""addr:place"": ""Kr\u0119piec"", ""addr:postcode"": ""83-021"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
813,1469,54.30928,18.71486,"{""addr:city"": ""Kr\u0119piec"", ""addr:housenumber"": ""4"", ""addr:place"": ""Kr\u0119piec"", ""addr:postcode"": ""83-021"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
814,1470,54.3103929,18.723278,"{""power"": ""tower""}"
815,1471,54.31055,18.73281,"{""addr:city"": ""Dziewi\u0119\u0107 W\u0142\u00f3k"", ""addr:housenumber"": ""19"", ""addr:place"": ""Dziewi\u0119\u0107 W\u0142\u00f3k"", ""addr:postcode"": ""83-021"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
816,1472,54.31083,18.73494,"{""addr:city"": ""Dziewi\u0119\u0107 W\u0142\u00f3k"", ""addr:housenumber"": ""18"", ""addr:place"": ""Dziewi\u0119\u0107 W\u0142\u00f3k"", ""addr:postcode"": ""83-021"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
817,1473,54.3099589,18.7442816,"{""generator:output:electricity"": ""yes"", ""generator:source"": ""wind"", ""power"": ""generator"", ""rating"": ""2 MW""}"
818,1474,54.30869,18.75568,"{""addr:housenumber"": ""32"", ""addr:place"": ""Dziewi\u0119\u0107 W\u0142\u00f3k"", ""addr:postcode"": ""83-021"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
819,1476,54.3117011,18.7682681,"{""distance"": ""13"", ""highway"": ""milestone"", ""ref"": ""S7"", ""source"": ""GPS""}"
820,1477,54.309927,18.7781825,"{""power"": ""tower""}"
821,1478,54.3089943,18.781326,"{""power"": ""tower""}"
822,1480,54.3088171,18.7999467,"{""addr:postcode"": ""83-011"", ""is_in:county"": ""powiat gda\u0144ski"", ""is_in:municipality"": ""gmina Pruszcz Gda\u0144ski"", ""is_in:province"": ""wojew\u00f3dztwo pomorskie"", ""name"": ""Koszwa\u0142y-Ostatni Grosz"", ""place"": ""hamlet"", ""wikidata"": ""Q548538"", ""wikipedia"": ""pl:Ostatni Grosz (wojew\u00f3dztwo pomorskie)""}"
823,1481,54.311038,18.806343,"{""addr:city"": ""Wi\u015blinka"", ""addr:city:simc"": ""169390"", ""addr:housenumber"": ""2"", ""addr:street"": ""Wierzbowa"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
824,1483,54.3097837,18.8220225,"{""power"": ""tower"", ""ref"": ""295""}"
825,1484,54.3101052,18.8342633,"{""power"": ""tower""}"
826,1485,54.3080051,18.8398845,"{""power"": ""tower""}"
827,1487,54.30945,18.85567,"{""addr:city:simc"": ""0159781"", ""addr:housenumber"": ""8D"", ""addr:place"": ""Trzcinisko"", ""addr:postcode"": ""83-011"", ""source:addr"": ""cedrywielkie.e-mapa.net""}"
828,1488,54.3083771,18.8612643,"{""source"": ""Bing""}"
829,1489,54.30899,18.86984,"{""addr:city:simc"": ""0159781"", ""addr:housenumber"": ""19"", ""addr:place"": ""Trzcinisko"", ""addr:postcode"": ""83-011"", ""source:addr"": ""cedrywielkie.e-mapa.net""}"
830,1492,54.30889,18.89447,"{""addr:city:simc"": ""0159781"", ""addr:housenumber"": ""3A"", ""addr:place"": ""Trzcinisko"", ""addr:postcode"": ""83-011"", ""source:addr"": ""cedrywielkie.e-mapa.net""}"
831,1493,54.30941,18.90372,"{""addr:city:simc"": ""0159781"", ""addr:housenumber"": ""1"", ""addr:place"": ""Trzcinisko"", ""addr:postcode"": ""83-011"", ""source:addr"": ""cedrywielkie.e-mapa.net""}"
832,1495,54.309593,18.9198362,"{""waterway"": ""lock_gate""}"
833,1496,54.3088215,18.9230095,"{""name"": ""\u015aluza Przegalina"", ""waterway"": ""lock_gate""}"
834,1498,54.3096998,18.9363968,"{""name"": ""Wis\u0142a"", ""seamark:distance_mark:category"": ""board"", ""seamark:distance_mark:distance"": ""936"", ""seamark:type"": ""distance_mark""}"
835,1508,54.31543,18.24079,"{""addr:city"": ""Mezowo"", ""addr:city:simc"": ""0163400"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""83-332"", ""addr:street"": ""Kie\u0142pi\u0144ska"", ""addr:street:sym_ul"": ""08391"", ""source:addr"": ""kartuzy.e-mapa.net""}"
836,1511,54.313889,18.266111,"{""name"": ""Burczykas"", ""tourism"": ""camp_site""}"
837,1512,54.3138895,18.2691818,"{""created_by"": ""JOSM""}"
838,1513,54.3152845,18.2817939,"{""crossing"": ""zebra"", ""highway"": ""crossing""}"
839,1514,54.31585,18.2898,"{""addr:city"": ""Borowo"", ""addr:city:simc"": ""0162961"", ""addr:housenumber"": ""14"", ""addr:postcode"": ""83-332"", ""addr:street"": ""Spokojna"", ""addr:street:sym_ul"": ""20677"", ""source:addr"": ""kartuzy.e-mapa.net""}"
840,1520,54.31528,18.33204,"{""addr:city"": ""Glincz"", ""addr:housenumber"": ""14"", ""addr:postcode"": ""83-330"", ""addr:street"": ""Jod\u0142owa"", ""source:addr"": ""UG \u017bukowo""}"
841,1521,54.31398,18.33835,"{""addr:city"": ""Glincz"", ""addr:housenumber"": ""22"", ""addr:postcode"": ""83-330"", ""addr:street"": ""Wierzbowa"", ""source:addr"": ""UG \u017bukowo""}"
842,1522,54.31509,18.34591,"{""addr:city"": ""Glincz"", ""addr:city:simc"": ""0991380"", ""addr:housenumber"": ""13"", ""addr:postcode"": ""83-330"", ""addr:street"": ""Jaworowa"", ""addr:street:sym_ul"": ""07394"", ""source:addr"": ""zukowo.e-mapa.net""}"
843,1523,54.31384,18.3559,"{""addr:city"": ""Glincz"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""83-330"", ""addr:street"": ""Grabowa"", ""source:addr"": ""UG \u017bukowo""}"
844,1524,54.31331,18.36688,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""57"", ""addr:postcode"": ""80-331"", ""addr:street"": ""S\u0142oneczna"", ""source:addr"": ""UG \u017bukowo""}"
845,1525,54.3154,18.37537,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""75"", ""addr:postcode"": ""80-331"", ""addr:street"": ""S\u0142oneczna"", ""source:addr"": ""UG \u017bukowo""}"
846,1526,54.31498,18.37807,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""28B"", ""addr:postcode"": ""80-331"", ""addr:street"": ""S\u0142oneczna"", ""source:addr"": ""UG \u017bukowo""}"
847,1528,54.31248,18.39503,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""26"", ""addr:postcode"": ""80-331"", ""addr:street"": ""\u017bukowska"", ""source:addr"": ""UG \u017bukowo""}"
848,1529,54.3140827,18.4071316,"{""power"": ""tower""}"
849,1530,54.316661,18.4117983,"{""power"": ""tower""}"
850,1531,54.31368,18.4161,"{""addr:city"": ""Przyja\u017a\u0144"", ""addr:housenumber"": ""36"", ""addr:postcode"": ""80-331"", ""addr:street"": ""Lipowa"", ""source:addr"": ""UG \u017bukowo""}"
851,1532,54.3137946,18.4244587,"{""power"": ""tower""}"
852,1533,54.3130217,18.4353968,"{""power"": ""tower""}"
853,1534,54.3156473,18.4438807,"{""railway"": ""level_crossing""}"
854,1536,54.3142726,18.4567852,"{""power"": ""tower""}"
855,1537,54.31334,18.46729,"{""addr:housenumber"": ""34"", ""addr:place"": ""Sulmin"", ""addr:postcode"": ""80-331"", ""source:addr"": ""UG \u017bukowo""}"
856,1538,54.31439,18.47098,"{""addr:postcode"": ""83-331"", ""is_in:county"": ""powiat kartuski"", ""is_in:municipality"": ""gmina \u017bukowo"", ""is_in:province"": ""wojew\u00f3dztwo pomorskie"", ""name"": ""Sulmin"", ""place"": ""village"", ""population"": ""394"", ""source:population"": ""wikipedia"", ""teryt:rm"": ""01"", ""teryt:simc"": ""0177460"", ""teryt:stan_na"": ""2009-01-01"", ""teryt:updated_by"": ""teryt2osm combine.py v. 43"", ""wikidata"": ""Q7636474"", ""wikipedia"": ""pl:Sulmin""}"
857,1539,54.31588,18.48196,"{""addr:housenumber"": ""12C"", ""addr:place"": ""Sulmin"", ""addr:postcode"": ""80-331"", ""source:addr"": ""UG \u017bukowo""}"
858,1542,54.3141333,18.5042552,"{""addr:city"": ""Otomin"", ""fortification_type"": ""hill_fort"", ""historic"": ""archaeological_site"", ""name"": ""Grodzisko Otomin"", ""site_type"": ""fortification"", ""tourism"": ""attraction""}"
859,1548,54.3134154,18.5480697,"{""barrier"": ""gate"", ""motorcar"": ""yes""}"
860,1549,54.31323,18.56186,"{""addr:city"": ""Kowale"", ""addr:city:simc"": ""0163989"", ""addr:housenumber"": ""17"", ""addr:postcode"": ""80-180"", ""addr:street"": ""Siostry Faustyny"", ""addr:street:sym_ul"": ""04919"", ""source:addr"": ""kolbudy.e-mapa.net""}"
861,1550,54.3141125,18.5698545,"{""bench"": ""no"", ""highway"": ""bus_stop"", ""name"": ""Os. \u015awi\u0119tokrzyskie"", ""operator"": ""ZTM Gda\u0144sk"", ""ref:ztm"": ""1958"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
862,1551,54.3137704,18.5711207,"{""bench"": ""no"", ""highway"": ""bus_stop"", ""name"": ""Os. \u015awi\u0119tokrzyskie"", ""operator"": ""ZTM Gda\u0144sk"", ""ref:ztm"": ""1956"", ""shelter"": ""no"", ""tactile_paving"": ""no""}"
863,1552,54.3163112,18.5819888,"{""amenity"": ""bench""}"
864,1553,54.3154873,18.5909718,"{""bench"": ""no"", ""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Liliowa"", ""operator"": ""ZTM Gda\u0144sk"", ""public_transport"": ""platform"", ""ref:ztm"": ""1799"", ""shelter"": ""no""}"
865,1554,54.3131441,18.5951541,"{""addr:city"": ""Gda\u0144sk"", ""addr:housenumber"": ""26"", ""addr:postcode"": ""80-180"", ""addr:street"": ""Niepo\u0142omicka"", ""source:addr"": ""Urz\u0105d Miasta Gda\u0144sk""}"
866,1555,54.3150233,18.6026074,"{""amenity"": ""parking_entrance""}"
867,1556,54.3149641,18.6106534,"{""barrier"": ""gate""}"
868,1557,54.3161924,18.6188969,"{""addr:city"": ""Gda\u0144sk"", ""addr:housenumber"": ""68"", ""addr:street"": ""Kampinoska"", ""entrance"": ""yes""}"
869,1558,54.3164341,18.6296918,"{""addr:city"": ""Gda\u0144sk"", ""addr:housenumber"": ""207"", ""addr:postcode"": ""80-017"", ""addr:street"": ""Trakt \u015awi\u0119tego Wojciecha"", ""source:addr"": ""Urz\u0105d Miasta Gda\u0144sk""}"
870,1559,54.3136428,18.6384294,"{""addr:city"": ""Gda\u0144sk"", ""addr:housenumber"": ""75"", ""addr:postcode"": ""80-059"", ""addr:street"": ""\u017bu\u0142awska"", ""source:addr"": ""Urz\u0105d Miasta Gda\u0144sk""}"
871,1564,54.3156614,18.6745533,"{""power"": ""tower""}"
872,1565,54.3145736,18.6810164,"{""addr:city"": ""Gda\u0144sk"", ""addr:housenumber"": ""44"", ""addr:postcode"": ""80-064"", ""addr:street"": ""Przybrze\u017cna"", ""source:addr"": ""Urz\u0105d Miasta Gda\u0144sk""}"
873,1566,54.31334,18.69375,"{""addr:city"": ""Kr\u0119piec"", ""addr:housenumber"": ""10"", ""addr:place"": ""Kr\u0119piec"", ""addr:postcode"": ""83-021"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
874,1567,54.3142,18.69826,"{""addr:city"": ""Kr\u0119piec"", ""addr:housenumber"": ""8"", ""addr:place"": ""Kr\u0119piec"", ""addr:postcode"": ""83-021"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
875,1568,54.31285,18.70865,"{""addr:city"": ""Kr\u0119piec"", ""addr:housenumber"": ""5"", ""addr:place"": ""Kr\u0119piec"", ""addr:postcode"": ""83-021"", ""source:addr"": ""pruszczgdanski.e-mapa.net""}"
876,1569,54.316175,18.7161879,"{""power"": ""tower""}"
877,1570,54.3134061,18.7203008,"{""power"": ""tower"", ""ref"": ""318""}"
878,1571,54.3134923,18.7330548,"{""power"": ""tower"", ""ref"": ""315""}"
879,1572,54.3150019,18.7384901,"{""power"": ""tower""}"
880,1573,54.3135612,18.7456736,"{""power"": ""tower""}"
881,1574,54.3163637,18.7529089,"{""power"": ""tower"", ""ref"": ""311A""}"
